====================================================================================================
ICML 2024 论文统计分析汇总报告
====================================================================================================

【一、论文类别统计】
====================================================================================================
总论文数: 2609
总类别数: 1

排名     类别                                                 数量         占比        
236    Hong Kong Baptist University                                           5            0.19%
237    Stability AI                                                           5            0.19%
238    University of Warsaw                                                   5            0.19%
239    Indian Institute of Science                                            5            0.19%
240    Griffith University                                                    5            0.19%
241    Stevens Institute of Technology                                        5            0.19%
242    Covariant                                                              5            0.19%
243    EleutherAI                                                             5            0.19%
244    Morgan Stanley                                                         4            0.15%
245    Valence Labs                                                           4            0.15%
246    Beijing Institute for General Artificial Intelligence                  4            0.15%
247    CentraleSupélec                                                        4            0.15%
248    NAVER Corporation                                                      4            0.15%
249    Institute of Statistical Mathematics                                   4            0.15%
250    LG                                                                     4            0.15%
251    OpenAI                                                                 4            0.15%
252    Pengcheng Lab                                                          4            0.15%
253    Max Planck Institute for Informatics                                   4            0.15%
254    Lawrence Livermore National Laboratory                                 4            0.15%
255    Ecole Nationale des Ponts et Chaussees                                 4            0.15%
256    University of Liverpool                                                4            0.15%
257    Nankai University                                                      4            0.15%
258    College of William and Mary                                            4            0.15%
259    Vanderbilt University                                                  4            0.15%
260    University of California, Santa Cruz                                   4            0.15%
261    Nanjing University of Aeronautics and Astronautics                     4            0.15%
262    Osaka University                                                       4            0.15%
263    Technical University of Denmark                                        4            0.15%
264    Beijing Jiao Tong University                                           4            0.15%
265    Zhejiang University of Technology                                      4            0.15%
266    Dartmouth College                                                      4            0.15%
267    Kumo.AI                                                                4            0.15%
268    University of Freiburg                                                 4            0.15%
269    Albert-Ludwigs-Universität Freiburg                                    4            0.15%
270    Anthropic                                                              4            0.15%
271    Kyoto University                                                       4            0.15%
272    State University of New York at Stony Brook                            4            0.15%
273    University of California, Merced                                       4            0.15%
274    VISA                                                                   4            0.15%
275    Institute for Infocomm Research                                        4            0.15%
276    Ruprecht-Karls-Universität Heidelberg                                  4            0.15%
277    Xi'an University of Electronic Science and Technology                  4            0.15%
278    Shanghai AI Lab                                                        4            0.15%
279    Monash University                                                      4            0.15%
280    Ecole Nationale de la Statistique et de l'Administration Economique    3            0.11%
281    Cisco Systems                                                          3            0.11%
282    University of Texas at Dallas                                          3            0.11%
283    George Washington University                                           3            0.11%
284    French National Center for Scientific Research                         3            0.11%
285    George Mason University                                                3            0.11%
286    North Carolina State University                                        3            0.11%
287    KRAFTON Inc.                                                           3            0.11%
288    ServiceNow                                                             3            0.11%
289    Quebec AI Institute                                                    3            0.11%
290    National Yang Ming Chiao Tung University                               3            0.11%
291    Istituto Italiano di Tecnologia                                        3            0.11%
292    Lenovo                                                                 3            0.11%
293    Karlsruhe Institute of Technology                                      3            0.11%
294    J.P. Morgan                                                            3            0.11%
295    Ocean University of China                                              3            0.11%
296    University of Technology Sydney                                        3            0.11%
297    University of Aberdeen                                                 3            0.11%
298    Max Planck Institute for Software Systems                              3            0.11%
299    Indian Institute of Technology Bombay                                  3            0.11%
300    Higher School of Economics                                             3            0.11%
301    Jinan University                                                       3            0.11%
302    Weierstrass Institute for Applied Analysis and Stochastics             3            0.11%
303    Weizmann Institute of Science                                          3            0.11%
304    National Institute of Advanced Industrial Science and Technology       3            0.11%
305    Washington State University                                            3            0.11%
306    King's College London                                                  3            0.11%
307    Sorbonne Université                                                    3            0.11%
308    University of California, Riverside                                    3            0.11%
309    Aarhus University                                                      3            0.11%
310    SGIT AI                                                                3            0.11%
311    University of Helsinki                                                 3            0.11%
312    Citadel                                                                3            0.11%
313    University of Basel                                                    3            0.11%
314    IT University of Copenhagen                                            3            0.11%
315    Max Planck Institute for Biological Cybernetics                        3            0.11%
316    London School of Economics                                             3            0.11%
317    University of Rome La Sapienza                                         3            0.11%
318    University of Siegen                                                   3            0.11%
319    Wayve                                                                  3            0.11%
320    Center for AI Safety                                                   3            0.11%
321    Nanjing University of Science and Technology                           3            0.11%
322    Hangzhou Dianzi University                                             3            0.11%
323    Spotify                                                                3            0.11%
324    Zhejiang Lab                                                           3            0.11%
325    University of Bath                                                     3            0.11%
326    Beijing Academy of Artificial Intelligence                             3            0.11%
327    Université Paris Cité                                                  3            0.11%
328    Snap Inc.                                                              3            0.11%
329    Simon Fraser University                                                3            0.11%
330    University of Geneva                                                   3            0.11%
331    Federal Institute of Ceará                                             3            0.11%
332    Chalmers University of Technology                                      3            0.11%
333    University of Oslo                                                     3            0.11%
334    NEC Corporation                                                        3            0.11%
335    École Polytechnique de Montréal                                        3            0.11%
336    Institute for Development, Economic Analysis, and Simulation (IDEAS)   3            0.11%
337    Borealis AI                                                            3            0.11%
338    Sharif University of Technology                                        3            0.11%
339    University of Lille                                                    3            0.11%
340    Florida International University                                       3            0.11%
341    University of California, Irvine                                       3            0.11%
342    Swiss AI Lab IDSIA                                                     3            0.11%
343    Booz Allen Hamilton                                                    3            0.11%
344    Pontificia Universidad Catolica de Chile                               3            0.11%
345    Netflix                                                                3            0.11%
346    Toyota Research Institute                                              3            0.11%
347    Technische Universität Dortmund                                        3            0.11%
348    Linköping University                                                   3            0.11%
349    Lancaster University                                                   3            0.11%
350    Sakana AI                                                              3            0.11%
351    Queen Mary University of London                                        3            0.11%
352    Liquid AI                                                              3            0.11%
353    Télécom Paris                                                          3            0.11%
354    Cohere                                                                 3            0.11%
355    Beijing Normal University                                              3            0.11%
356    Charles University                                                     3            0.11%
357    University of Cologne                                                  3            0.11%
358    CNRS                                                                   3            0.11%
359    US Army Research Laboratory                                            3            0.11%
360    Ulsan National Institute of Science and Technology                     3            0.11%
361    Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V.          3            0.11%
362    Université de Toulouse                                                 3            0.11%
363    University of South Carolina                                           2            0.08%
364    Johann Wolfgang Goethe University Frankfurt am Main                    2            0.08%
365    Deutsches Krebsforschungszentrum                                       2            0.08%
366    Johannes Kepler University                                             2            0.08%
367    Layer6 AI                                                              2            0.08%
368    Waseda University                                                      2            0.08%
369    Technische Universität Dresden                                         2            0.08%
370    Florida State University                                               2            0.08%
371    Pontifical Catholic University of Rio de Janeiro                       2            0.08%
372    Advanced Micro Devices, Inc.                                           2            0.08%
373    National Chiao Tung University                                         2            0.08%
374    Sapienza University of Rome                                            2            0.08%
375    Max-Planck Institute                                                   2            0.08%
376    Rheinische Friedrich-Wilhelms Universität Bonn                         2            0.08%
377    Uppsala University                                                     2            0.08%
378    Royal Melbourne Institute of Technology                                2            0.08%
379    Ruhr-Universität Bochum                                                2            0.08%
380    TikTok                                                                 2            0.08%
381    Ben Gurion University of the Negev                                     2            0.08%
382    Redwood Research                                                       2            0.08%
383    Getulio Vargas Foundation                                              2            0.08%
384    Autodesk                                                               2            0.08%
385    Curtin University                                                      2            0.08%
386    Zuse Institute Berlin                                                  2            0.08%
387    Institute of Computing Technology                                      2            0.08%
388    Université Côte d'Azur                                                 2            0.08%
389    Fraunhofer Heinrich Hertz Institute                                    2            0.08%
390    Sea Group                                                              2            0.08%
391    Los Alamos National Laboratory                                         2            0.08%
392    Centrum voor Wiskunde en Informatica                                   2            0.08%
393    University of Auckland                                                 2            0.08%
394    University of Delaware                                                 2            0.08%
395    Consejo Nacional de Investigaciones Científicas y Técnicas             2            0.08%
396    Soochow University                                                     2            0.08%
397    Indian Institute of Technology Delhi                                   2            0.08%
398    University of Milan                                                    2            0.08%
399    Brandeis University                                                    2            0.08%
400    Polytechnique Montreal                                                 2            0.08%
401    Isomorphic Labs                                                        2            0.08%
402    FAR.AI                                                                 2            0.08%
403    NTT Research, Inc.                                                     2            0.08%
404    Macquarie University                                                   2            0.08%
405    Hohai University                                                       2            0.08%
406    Chongqing University                                                   2            0.08%
407    East China University of Science and Technology                        2            0.08%
408    Northwest Polytechnical University                                     2            0.08%
409    Hong Kong Institute of Science & Innovation, Chinese Academy of Sciences 2            0.08%
410    Universitat Pompeu Fabra                                               2            0.08%
411    Drexel University                                                      2            0.08%
412    Intelligent Game and Decision Lab                                      2            0.08%
413    University Paris 13                                                    2            0.08%
414    Université Paris 13                                                    2            0.08%
415    Commonwealth Scientific and Industrial Research Organisation           2            0.08%
416    PingAn Technology                                                      2            0.08%
417    Johannes Gutenberg University Mainz                                    2            0.08%
418    A*STAR                                                                 2            0.08%
419    Helmholtz Center for Information Security                              2            0.08%
420    Inverted AI                                                            2            0.08%
421    ELLIS Institute                                                        2            0.08%
422    Verily                                                                 2            0.08%
423    Cardiff University                                                     2            0.08%
424    SK Telecom                                                             2            0.08%
425    Sungkyunkwan University                                                2            0.08%
426    Tinkoff Bank                                                           2            0.08%
427    Innopolis University                                                   2            0.08%
428    Hunan University                                                       2            0.08%
429    Hasso Plattner Institute                                               2            0.08%
430    Indian Institute of Technology                                         2            0.08%
431    Argonne National Laboratory                                            2            0.08%
432    Bosch Center for Artificial Intelligence                               2            0.08%
433    Technische Universität Graz                                            2            0.08%
434    National Tsinghua University                                           2            0.08%
435    National Tsing Hua University                                          2            0.08%
436    Shanghai University                                                    2            0.08%
437    University of Science and Technology Beijing                           2            0.08%
438    University of Tromsø                                                   2            0.08%
439    IDEAS NCBR                                                             2            0.08%
440    Ben-Gurion University of the Negev                                     2            0.08%
441    Helixon Research                                                       2            0.08%
442    Horizon Robotics                                                       2            0.08%
443    Alan Turing Institute                                                  2            0.08%
444    Czech Technical University                                             2            0.08%
445    Case Western Reserve University                                        2            0.08%
446    Scuola universitaria professionale della Svizzera italiana             2            0.08%
447    SenseTime Group Limited                                                2            0.08%
448    Shanxi University                                                      2            0.08%
449    Korea Institute for Advanced Study                                     2            0.08%
450    Hanyang University                                                     2            0.08%
451    Illinois Institute of Technology                                       2            0.08%
452    Concordia University                                                   2            0.08%
453    Technische Universität Wien                                            2            0.08%
454    University of Southampton                                              2            0.08%
455    University of Houston                                                  2            0.08%
456    Zhejiang Normal University                                             2            0.08%
457    International Digital Economy Academy                                  2            0.08%
458    Panasonic Corporation                                                  2            0.08%
459    Electrical Engineering & Computer Science Department                   2            0.08%
460    Université Gustave Eiffel                                              2            0.08%
461    Helmholtz Association of German Research Centres                       2            0.08%
462    Tufts University                                                       2            0.08%
463    University of Texas at Arlington                                       2            0.08%
464    University of Western Ontario                                          2            0.08%
465    University of Ghent                                                    2            0.08%
466    Jagiellonian University                                                2            0.08%
467    Meituan                                                                2            0.08%
468    Saudi Data and AI Authority                                            2            0.08%
469    Hugging Face                                                           2            0.08%
470    Guangzhou University                                                   2            0.08%
471    North China Electric Power University                                  2            0.08%
472    Brave Software                                                         2            0.08%
473    University of Hanover                                                  2            0.08%
474    Leibniz Universität Hannover                                           2            0.08%
475    University of St. Gallen                                               2            0.08%
476    Together AI                                                            2            0.08%
477    Lenovo Group Limited                                                   2            0.08%
478    University at Buffalo                                                  2            0.08%
479    Shenzhen Research Institute of Big Data                                2            0.08%
480    Chinese University of Hong Kong, Shenzhen                              2            0.08%
481    Sungshin Women's University                                            2            0.08%
482    Université catholique de Louvain                                       2            0.08%
483    Queen Mary, University of London                                       2            0.08%
484    Indian Institute of Technology Hyderabad                               2            0.08%
485    Warsaw University of Technology                                        2            0.08%
486    Nomagic                                                                2            0.08%
487    Aalborg University                                                     2            0.08%
488    Indian Institute of Technology Kanpur                                  2            0.08%
489    Army Research Laboratory                                               2            0.08%
490    Physical Intelligence                                                  2            0.08%
491    Indian Institute of Technology Madras                                  2            0.08%
492    NTT Corporation                                                        2            0.08%
493    Aix-Marseille University                                               2            0.08%
494    EURECOM                                                                2            0.08%
495    Allen Institute for AI                                                 2            0.08%
496    MLCommons                                                              2            0.08%
497    Nagoya Institute of Technology                                         2            0.08%
498    DP Technology                                                          2            0.08%
499    Wayne State University                                                 2            0.08%
500    Anhui University                                                       2            0.08%
501    MediaTek Inc.                                                          2            0.08%
502    ELLIS Institute Tübingen                                               2            0.08%
503    International Institute of Information Technology                      2            0.08%
504    Université Grenoble Alpes                                              2            0.08%
505    University of Würzburg                                                 2            0.08%
506    Beijing University of Technology                                       2            0.08%
507    Nexusflow.ai                                                           2            0.08%
508    National Technical University of Athens                                2            0.08%
509    Chongqing University of Post and Telecommunications                    2            0.08%
510    Télécom ParisTech                                                      2            0.08%
511    NetEase Corporation                                                    2            0.08%
512    Alpen-Adria-Universität Klagenfurt                                     1            0.04%
513    State Key Laboratory of General Artificial Intelligence                1            0.04%
514    Temple University                                                      1            0.04%
515    Poznan University of Technology                                        1            0.04%
516    Politechnika Poznanska                                                 1            0.04%
517    Layer 6 AI                                                             1            0.04%
518    Institut National des Sciences Appliquées de Rennes                    1            0.04%
519    Oak Ridge National Laboratory                                          1            0.04%
520    University of Dhaka                                                    1            0.04%
521    Sony Computer Science Laboratories Inc                                 1            0.04%
522    SAIGE                                                                  1            0.04%
523    AMD Research                                                           1            0.04%
524    Advanced Micro Devices                                                 1            0.04%
525    National Yang-Ming Chiao-Tung University                               1            0.04%
526    VMware, Inc.                                                           1            0.04%
527    Polytechnic University of Turin                                        1            0.04%
528    Walmart                                                                1            0.04%
529    Deutsches Elektronen-Synchrotron                                       1            0.04%
530    Deutsches Elektronen-Synchrotron ( DESY )                              1            0.04%
531    New York University Grossman School of Medicine                        1            0.04%
532    La Trobe University                                                    1            0.04%
533    University of Electro-Communications                                   1            0.04%
534    Polixir                                                                1            0.04%
535    Western Digital Corporation                                            1            0.04%
536    Sea AI Lab                                                             1            0.04%
537    Sony Europe                                                            1            0.04%
538    University of Padova                                                   1            0.04%
539    University of Aizu                                                     1            0.04%
540    Federal University of Ceará                                            1            0.04%
541    Universidade Federal do Ceará                                          1            0.04%
542    Roblox Corporation                                                     1            0.04%
543    Fuyang Normal University                                               1            0.04%
544    Beijing Institute of Mathematical Sciences and Applications            1            0.04%
545    University of London                                                   1            0.04%
546    University of Zurich                                                   1            0.04%
547    Tata Institute of Fundamental Research                                 1            0.04%
548    Université de Nice-Sophia Antipolis                                    1            0.04%
549    Fraunhofer HHI                                                         1            0.04%
550    Institute of Software                                                  1            0.04%
551    University of Lübeck                                                   1            0.04%
552    Maastricht University                                                  1            0.04%
553    Simons Foundation                                                      1            0.04%
554    NetEase, Inc.                                                          1            0.04%
555    Netease                                                                1            0.04%
556    Santa Fe Institute                                                     1            0.04%
557    Databricks                                                             1            0.04%
558    Laboratoire de recherche en informatique                               1            0.04%
559    Embry-Riddle Aeronautical University                                   1            0.04%
560    Institut für Mathematik                                                1            0.04%
561    Vienna University of Technology                                        1            0.04%
562    Université Paris-Saclay                                                1            0.04%
563    General Electric Healthcare                                            1            0.04%
564    Goldman Sachs                                                          1            0.04%
565    School of Computer Science and Engineering                             1            0.04%
566    Hanoi University of Science and Technology                             1            0.04%
567    Suzhou University                                                      1            0.04%
568    NAVER LABS                                                             1            0.04%
569    National Centre for Scientific Research 'Demokritos'                   1            0.04%
570    University of Athens                                                   1            0.04%
571    Behavioral Signals                                                     1            0.04%
572    Cyprus Institute                                                       1            0.04%
573    National Meteorological Information Center                             1            0.04%
574    Harbin University of Science and Technology                            1            0.04%
575    GE Healthcare                                                          1            0.04%
576    Polytechnique Montréal                                                 1            0.04%
577    Zoom Communications                                                    1            0.04%
578    McMaster University                                                    1            0.04%
579    UniDistance Suisse                                                     1            0.04%
580    Pacific Northwest National Laboratory                                  1            0.04%
581    Universidade Federal de Sao Carlos                                     1            0.04%
582    InterDigital Communications                                            1            0.04%
583    Yunnan University                                                      1            0.04%
584    University of Nebraska                                                 1            0.04%
585    University of Novi Sad                                                 1            0.04%
586    Czech Technical University in Prague                                   1            0.04%
587    M42                                                                    1            0.04%
588    Okinawa Institute of Science and Technology                            1            0.04%
589    DeepSeek AI                                                            1            0.04%
590    Juelich Research Center                                                1            0.04%
591    Forschungszentrum Jülich                                               1            0.04%
592    Game AI Center                                                         1            0.04%
593    INESC-ID                                                               1            0.04%
594    Speechmatics                                                           1            0.04%
595    Seri Mats                                                              1            0.04%
596    Universidad Carlos III de Madrid                                       1            0.04%
597    Mitsubishi Electric Research Laboratories                              1            0.04%
598    ShareChat                                                              1            0.04%
599    Utah State University                                                  1            0.04%
600    University of North Carolina at Charlotte                              1            0.04%
601    Université Sorbonne Paris Nord                                         1            0.04%
602    Graduate University for Advanced Studies                               1            0.04%
603    LARALAB                                                                1            0.04%
604    Technische Hochschule Ingolstadt                                       1            0.04%
605    iFLYTEK                                                                1            0.04%
606    NEC Laboratories                                                       1            0.04%
607    WeChat Pay                                                             1            0.04%
608    PAII Inc.                                                              1            0.04%
609    Ping An Group                                                          1            0.04%
610    Sichuan Normal University                                              1            0.04%
611    Ecole Centrale de Nantes                                               1            0.04%
612    Instituto Universitário de Lisboa                                      1            0.04%
613    Universidade Federal do Rio de Janeiro                                 1            0.04%
614    Instituto de Telecomunicações                                          1            0.04%
615    Capital Normal University                                              1            0.04%
616    University of Kansas Medical Center                                    1            0.04%
617    Chung-Ang University                                                   1            0.04%
618    Chungang University                                                    1            0.04%
619    Paris Diderot University                                               1            0.04%
620    A*STAR Singapore                                                       1            0.04%
621    Hainan University                                                      1            0.04%
622    Lingnan University                                                     1            0.04%
623    Citadel LLC                                                            1            0.04%
624    New York University Shanghai                                           1            0.04%
625    Max-Planck Institute for Intelligent Systems                           1            0.04%
626    Beijing Foreign Studies University                                     1            0.04%
627    SAP Labs                                                               1            0.04%
628    University of Vienna                                                   1            0.04%
629    Augusta University                                                     1            0.04%
630    Technion-Israel Institute of Technology                                1            0.04%
631    University of California, San Francisco                                1            0.04%
632    Auburn University                                                      1            0.04%
633    University of Texas at San Antonio                                     1            0.04%
634    Tilburg University                                                     1            0.04%
635    State University of New York at Binghamton                             1            0.04%
636    4Paradigm                                                              1            0.04%
637    Escola de Matemática Aplicada                                          1            0.04%
638    Fundação Getulio Vargas                                                1            0.04%
