====================================================================================================
AAAI 2024 论文统计分析汇总报告
====================================================================================================

【一、论文类别统计】
====================================================================================================
总论文数: 2501
总类别数: 28

排名     类别                                                 数量         占比        
115    University of Southern California                                      9            0.36%
116    Beijing University of Technology                                       9            0.36%
117    RIKEN                                                                  9            0.36%
118    Harvard University                                                     9            0.36%
119    A*STAR                                                                 9            0.36%
120    Baidu                                                                  9            0.36%
121    Hangzhou Dianzi University                                             9            0.36%
122    KAIST                                                                  9            0.36%
123    Eindhoven University of Technology                                     9            0.36%
124    Central South University                                               9            0.36%
125    Shantou University                                                     9            0.36%
126    University of Washington                                               8            0.32%
127    University of Pittsburgh                                               8            0.32%
128    Georgia Institute of Technology                                        8            0.32%
129    Indian Institute of Technology Bombay                                  8            0.32%
130    McGill University                                                      8            0.32%
131    Soochow University                                                     8            0.32%
132    Technion - Israel Institute of Technology                              8            0.32%
133    Johns Hopkins University                                               8            0.32%
134    University of California, Santa Cruz                                   8            0.32%
135    Kuaishou Technology                                                    8            0.32%
136    University of New South Wales                                          8            0.32%
137    Institute for Infocomm Research                                        8            0.32%
138    University of California, Los Angeles                                  8            0.32%
139    Hunan University                                                       8            0.32%
140    Fuzhou University                                                      8            0.32%
141    Qilu University of Technology                                          8            0.32%
142    University College London                                              8            0.32%
143    University of Texas at Dallas                                          8            0.32%
144    Ohio State University                                                  8            0.32%
145    KU Leuven                                                              8            0.32%
146    Delft University of Technology                                         8            0.32%
147    Shenzhen MSU-BIT University                                            7            0.28%
148    University of Massachusetts Amherst                                    7            0.28%
149    Virginia Tech                                                          7            0.28%
150    University of Waterloo                                                 7            0.28%
151    Agency for Science, Technology and Research                            7            0.28%
152    Huazhong Agricultural University                                       7            0.28%
153    ETH Zurich                                                             7            0.28%
154    University of Surrey                                                   7            0.28%
155    University of Central Florida                                          7            0.28%
156    Pazhou Lab                                                             7            0.28%
157    Chongqing University                                                   7            0.28%
158    Shanxi University                                                      7            0.28%
159    University of Edinburgh                                                7            0.28%
160    Chongqing University of Posts and Telecommunications                   7            0.28%
161    Beijing Academy of Artificial Intelligence                             7            0.28%
162    Griffith University                                                    7            0.28%
163    National Key Laboratory of General Artificial Intelligence             7            0.28%
164    RWTH Aachen University                                                 7            0.28%
165    TU Wien                                                                7            0.28%
166    Ben-Gurion University of the Negev                                     7            0.28%
167    Ecole Polytechnique                                                    7            0.28%
168    University of California, Berkeley                                     6            0.24%
169    Vanderbilt University                                                  6            0.24%
170    Washington University in St. Louis                                     6            0.24%
171    Ulsan National Institute of Science and Technology                     6            0.24%
172    Princeton University                                                   6            0.24%
173    Jinan University                                                       6            0.24%
174    Engineering Research Center of Intelligent Technology for Agriculture  6            0.24%
175    Tel Aviv University                                                    6            0.24%
176    Guangzhou University                                                   6            0.24%
177    National Yang Ming Chiao Tung University                               6            0.24%
178    JD                                                                     6            0.24%
179    Zhejiang University of Technology                                      6            0.24%
180    Megvii Technology                                                      6            0.24%
181    Macquarie University                                                   6            0.24%
182    Key Laboratory of Machine Intelligence and Advanced Computing          6            0.24%
183    Pohang University of Science and Technology                            6            0.24%
184    Shanghai University                                                    6            0.24%
185    University of Amsterdam                                                6            0.24%
186    CSIRO                                                                  6            0.24%
187    Ocean University of China                                              6            0.24%
188    Guangdong Province Key Laboratory of Information Security Technology   6            0.24%
189    VinAI Research                                                         6            0.24%
190    University of Melbourne                                                6            0.24%
191    University of Manchester                                               6            0.24%
192    Chinese University of Hong Kong, Shenzhen                              6            0.24%
193    Ministry of Education                                                  6            0.24%
194    Lehigh University                                                      6            0.24%
195    EPFL                                                                   6            0.24%
196    Guangxi Normal University                                              6            0.24%
197    University of California, Irvine                                       6            0.24%
198    Northwestern University                                                6            0.24%
199    Shanghai University of Finance and Economics                           6            0.24%
200    University of Pennsylvania                                             6            0.24%
201    CISPA Helmholtz Center for Information Security                        6            0.24%
202    Indian Institute of Technology Delhi                                   6            0.24%
203    KTH Royal Institute of Technology                                      6            0.24%
204    University of Cambridge                                                6            0.24%
205    University of Wisconsin-Madison                                        6            0.24%
206    King's College London                                                  6            0.24%
207    Guangdong Provincial Key Laboratory of Novel Security Intelligence Technologies 5            0.20%
208    University of Illinois at Chicago                                      5            0.20%
209    Quebec AI Institute                                                    5            0.20%
210    Nanchang Institute of Technology                                       5            0.20%
211    Universidad Carlos III de Madrid                                       5            0.20%
212    University of Zurich                                                   5            0.20%
213    Université de Montréal                                                 5            0.20%
214    University of Illinois Chicago                                         5            0.20%
215    JD.com                                                                 5            0.20%
216    University of Queensland                                               5            0.20%
217    Hebrew University of Jerusalem                                         5            0.20%
218    Texas A&M University                                                   5            0.20%
219    Korea Institute of Science and Technology                              5            0.20%
220    LG                                                                     5            0.20%
221    University of California, Merced                                       5            0.20%
222    Shenzhen Research Institute of Big Data                                5            0.20%
223    Tokyo Institute of Technology                                          5            0.20%
224    University of California, Santa Barbara                                5            0.20%
225    Indian Institute of Science                                            5            0.20%
226    Hubei Luojia Laboratory                                                5            0.20%
227    University of Trento                                                   5            0.20%
228    Shanghai Qi Zhi Institute                                              5            0.20%
229    Xi'an Jiao Tong-Liverpool University                                   5            0.20%
230    Technische Universität Berlin                                          5            0.20%
231    National Taiwan University                                             5            0.20%
232    Saarland University                                                    5            0.20%
233    BOSS Zhipin                                                            5            0.20%
234    University of Southampton                                              5            0.20%
235    University of Warwick                                                  5            0.20%
236    Sapienza University of Rome                                            5            0.20%
237    Technion – Israel Institute of Technology                              5            0.20%
238    Sony                                                                   5            0.20%
239    MIIT                                                                   5            0.20%
240    George Mason University                                                4            0.16%
241    University of Auckland                                                 4            0.16%
242    Zhejiang Gongshang University                                          4            0.16%
243    Donghua University                                                     4            0.16%
244    Purple Mountain Laboratories                                           4            0.16%
245    Wayne State University                                                 4            0.16%
246    University of Birmingham                                               4            0.16%
247    University of Copenhagen                                               4            0.16%
248    University of Stuttgart                                                4            0.16%
249    University of California, Riverside                                    4            0.16%
250    Rensselaer Polytechnic Institute                                       4            0.16%
251    State Grid Corporation of China                                        4            0.16%
252    Hupan Lab                                                              4            0.16%
253    DarkMatter AI Research                                                 4            0.16%
254    Indian Institute of Technology Jodhpur                                 4            0.16%
255    POSTECH                                                                4            0.16%
256    Duke Kunshan University                                                4            0.16%
257    Tiangong University                                                    4            0.16%
258    Indian Institute of Technology Hyderabad                               4            0.16%
259    Cardiff University                                                     4            0.16%
260    Shenzhen Institute of Artificial Intelligence and Robotics for Society 4            0.16%
261    Nanjing University of Information Science and Technology               4            0.16%
262    Anhui Zhonghuitong Technology Co., Ltd                                 4            0.16%
263    Hangzhou City University                                               4            0.16%
264    Concordia University                                                   4            0.16%
265    NVIDIA                                                                 4            0.16%
266    Beijing Key Laboratory of Advanced Information Science and Network Technology 4            0.16%
267    China University of Mining and Technology                              4            0.16%
268    Rutgers University                                                     4            0.16%
269    Inha University                                                        4            0.16%
270    Linköping University                                                   4            0.16%
271    Dalian Maritime University                                             4            0.16%
272    Munich Center for Machine Learning                                     4            0.16%
273    East China University of Science and Technology                        4            0.16%
274    Old Dominion University                                                4            0.16%
275    Czech Technical University                                             4            0.16%
276    National Institute of Informatics                                      4            0.16%
277    NTT Corporation                                                        4            0.16%
278    University of Cyprus                                                   4            0.16%
279    Intelligent Game and Decision Lab                                      4            0.16%
280    Temple University                                                      4            0.16%
281    Boston University                                                      4            0.16%
282    Washington State University                                            4            0.16%
283    King Abdullah University of Science and Technology                     4            0.16%
284    Iowa State University                                                  4            0.16%
285    Rice University                                                        4            0.16%
286    State Key Laboratory of Intelligent Game                               4            0.16%
287    Queen's University                                                     4            0.16%
288    J.P. Morgan                                                            4            0.16%
289    Advanced Institute for Research and Innovation                         4            0.16%
290    University of Maryland, College Park                                   3            0.12%
291    Indian Institute of Technology Patna                                   3            0.12%
292    International Institute of Information Technology                      3            0.12%
293    NAVER Cloud                                                            3            0.12%
294    Dartmouth College                                                      3            0.12%
295    Duke University                                                        3            0.12%
296    University of Minnesota                                                3            0.12%
297    Artificial Intelligence Research Institute                             3            0.12%
298    University at Buffalo                                                  3            0.12%
299    United Imaging Intelligence                                            3            0.12%
300    Mississippi State University                                           3            0.12%
301    Clemson University                                                     3            0.12%
302    Bielefeld University                                                   3            0.12%
303    University of Chicago                                                  3            0.12%
304    Hanyang University                                                     3            0.12%
305    Kyushu University                                                      3            0.12%
306    Waseda University                                                      3            0.12%
307    Birla Institute of Technology and Science                              3            0.12%
308    Florida State University                                               3            0.12%
309    Wuhan University of Technology                                         3            0.12%
310    OPPO Research Institute                                                3            0.12%
311    Tomorrow Advancing Life                                                3            0.12%
312    Eastern Institute of Technology                                        3            0.12%
313    Bosch Center for Artificial Intelligence                               3            0.12%
314    University of Texas at San Antonio                                     3            0.12%
315    Ping An Technology                                                     3            0.12%
316    Academia Sinica                                                        3            0.12%
317    Jiangxi University of Finance and Economics                            3            0.12%
318    Queen Mary University of London                                        3            0.12%
319    Singapore University of Technology and Design                          3            0.12%
320    Shenyang Institute of Automation                                       3            0.12%
321    Shanghai AI Lab                                                        3            0.12%
322    Sogang University                                                      3            0.12%
323    Leibniz University Hannover                                            3            0.12%
324    Beijing Key Laboratory of Big Data Management and Analysis Methods     3            0.12%
325    NetEase Inc.                                                           3            0.12%
326    Kunming University of Science and Technology                           3            0.12%
327    Northumbria University                                                 3            0.12%
328    Oosto                                                                  3            0.12%
329    Beijing Technology and Business University                             3            0.12%
330    Bar-Ilan University                                                    3            0.12%
331    Capital Normal University                                              3            0.12%
332    University of North Carolina at Chapel Hill                            3            0.12%
333    Technische Universität Wien                                            3            0.12%
334    Hebei University of Technology                                         3            0.12%
335    Jiangnan University                                                    3            0.12%
336    La Trobe University                                                    3            0.12%
337    University of North Carolina                                           3            0.12%
338    Xiaohongshu Inc                                                        3            0.12%
339    Guangdong Laboratory of Artificial Intelligence and Digital Economy    3            0.12%
340    Simon Fraser University                                                3            0.12%
341    Engineering Research Center of Machine Learning and Industry Intelligence 3            0.12%
342    University of Glasgow                                                  3            0.12%
343    Harbin Engineering University                                          3            0.12%
344    State Key Laboratory of Cognitive Intelligence                         3            0.12%
345    FinVolution Group                                                      3            0.12%
346    Midea Group                                                            3            0.12%
347    Aalborg University                                                     3            0.12%
348    Yunnan University                                                      3            0.12%
349    University of Notre Dame                                               3            0.12%
350    Emory University                                                       3            0.12%
351    University of Bath                                                     3            0.12%
352    Technische Universität Darmstadt                                       3            0.12%
353    Technical University of Vienna                                         3            0.12%
354    University of Leeds                                                    3            0.12%
355    Technische Universität Dresden                                         3            0.12%
356    University of Oslo                                                     3            0.12%
357    Leibniz Universität Hannover                                           3            0.12%
358    Oak Ridge National Laboratory                                          3            0.12%
359    Technical University of Denmark                                        3            0.12%
360    Stevens Institute of Technology                                        3            0.12%
361    Oregon State University                                                3            0.12%
362    German Research Center for Artificial Intelligence                     3            0.12%
363    National Science Foundation                                            3            0.12%
364    Université Paris-Saclay                                                3            0.12%
365    George Washington University                                           3            0.12%
366    Vector Institute                                                       3            0.12%
367    University of Sheffield                                                3            0.12%
368    Southwestern University of Finance and Economics                       3            0.12%
369    Leiden University                                                      3            0.12%
370    Wuhan University of Science and Technology                             3            0.12%
371    Nagoya University                                                      3            0.12%
372    University of Ottawa                                                   3            0.12%
373    Institute of Computing Technology                                      3            0.12%
374    Warsaw University of Technology                                        3            0.12%
375    Hubei Engineering Technology Research Center of Agricultural Big Data  3            0.12%
376    University of York                                                     3            0.12%
377    Federal Research Center for Computer Science and Control               3            0.12%
378    Moscow Institute of Physics and Technology                             3            0.12%
379    University of Oregon                                                   3            0.12%
380    Syracuse University                                                    2            0.08%
381    Fondazione Bruno Kessler                                               2            0.08%
382    Indian Institute of Technology                                         2            0.08%
383    Indraprastha Institute of Information Technology                       2            0.08%
384    South China Normal University                                          2            0.08%
385    Drexel University                                                      2            0.08%
386    University of Aberdeen                                                 2            0.08%
387    Ghent University                                                       2            0.08%
388    Shenzhen Technology University                                         2            0.08%
389    University of Arkansas                                                 2            0.08%
390    University of Florida                                                  2            0.08%
391    Gran Sasso Science Institute                                           2            0.08%
392    Auburn University                                                      2            0.08%
393    California Institute of Technology                                     2            0.08%
394    Zhejiang University School of Medicine                                 2            0.08%
395    Advanced Institute of Big Data                                         2            0.08%
396    Cixi Institute of Biomedical Engineering                               2            0.08%
397    Xi'an Jiao Tong Liverpool University                                   2            0.08%
398    Brigham Young University                                               2            0.08%
399    Hikvision Research Institute                                           2            0.08%
400    Zhejiang Key Laboratory of Social Security Big Data                    2            0.08%
401    International Digital Economy Academy                                  2            0.08%
402    BNRist                                                                 2            0.08%
403    Hangzhou Zhuoxi Institute of Brain and Intelligence                    2            0.08%
404    University of Utah                                                     2            0.08%
405    Black Sesame Technologies                                              2            0.08%
406    Xiaohongshu Inc.                                                       2            0.08%
407    Henan University                                                       2            0.08%
408    MCT                                                                    2            0.08%
409    University of Bristol                                                  2            0.08%
410    Guangxi Medical University                                             2            0.08%
411    University of Chinese Academy of Science                               2            0.08%
412    University of Würzburg                                                 2            0.08%
413    York University                                                        2            0.08%
414    SGIT AI Lab                                                            2            0.08%
415    Victoria University of Wellington                                      2            0.08%
416    Xi'an University of Technology                                         2            0.08%
417    Chinese Academy of Sciences, Institute of Automation                   2            0.08%
418    China University of Petroleum (East China)                             2            0.08%
419    ObjectEye Inc.                                                         2            0.08%
420    Loughborough University                                                2            0.08%
421    Horizon Robotics                                                       2            0.08%
422    Indian Institute of Technology Madras                                  2            0.08%
423    Northwest A&F University                                               2            0.08%
424    Electronics and Telecommunications Research Institute                  2            0.08%
425    China University of Geosciences                                        2            0.08%
426    Shanghai Collaborative Innovation Center of Intelligent Visual Computing 2            0.08%
427    Meituan Inc.                                                           2            0.08%
428    OriginAI                                                               2            0.08%
429    Commonwealth Scientific and Industrial Research Organisation           2            0.08%
430    National Innovation Center for UHD Video Technology                    2            0.08%
431    Macau University of Science and Technology                             2            0.08%
432    Hanbat National University                                             2            0.08%
433    Hong Kong Institute of Science and Technology                          2            0.08%
434    Guangxi University                                                     2            0.08%
435    Hohai University                                                       2            0.08%
436    Chinese Academy of Sciences Institute of Automation                    2            0.08%
437    China Mobile                                                           2            0.08%
438    PhiGent Robotics                                                       2            0.08%
439    Beijing University of Chemical Technology                              2            0.08%
440    Fabu Inc.                                                              2            0.08%
441    Utrecht University                                                     2            0.08%
442    Bytedance Inc.                                                         2            0.08%
443    Flatiron Institute                                                     2            0.08%
444    China University of Petroleum                                          2            0.08%
445    Huizhou University                                                     2            0.08%
446    Qinghai Normal University                                              2            0.08%
447    United States Army Research Laboratory                                 2            0.08%
448    Liaoning Academy of Materials                                          2            0.08%
449    Xiaobing.AI                                                            2            0.08%
450    Communication University of China                                      2            0.08%
451    Yanshan University                                                     2            0.08%
452    Mila                                                                   2            0.08%
453    Shanghai Engineering Research Center of Intelligent Vision and Imaging 2            0.08%
454    Jiangsu University                                                     2            0.08%
455    Shanghai Jiao Tong University School of Medicine                       2            0.08%
456    Shanghai United Imaging Intelligence Co., Ltd.                         2            0.08%
457    Shanghai Clinical Research and Trial Center                            2            0.08%
458    Karlsruhe Institute of Technology                                      2            0.08%
459    Netease Fuxi AI Lab                                                    2            0.08%
460    University of Rochester                                                2            0.08%
461    Central China Normal University                                        2            0.08%
462    China Aerospace Science and Industry Corporation                       2            0.08%
463    SenseTime Research                                                     2            0.08%
464    Missouri University of Science and Technology                          2            0.08%
465    Heidelberg University                                                  2            0.08%
466    Indian Statistical Institute                                           2            0.08%
467    Florida International University                                       2            0.08%
468    Tianjin Normal University                                              2            0.08%
469    A*STAR Institute of High Performance Computing                         2            0.08%
470    University at Albany - SUNY                                            2            0.08%
471    Mineral                                                                2            0.08%
472    Illinois Institute of Technology                                       2            0.08%
473    Cisco Systems                                                          2            0.08%
474    Beijing Information Science and Technology University                  2            0.08%
475    Beijing Key Laboratory of Traffic Data Analysis and Mining             2            0.08%
476    Hefei National Laboratory                                              2            0.08%
477    Tianjin University of Technology                                       2            0.08%
478    Xiaomi Corporation                                                     2            0.08%
479    Antgroup                                                               2            0.08%
480    University of Wollongong                                               2            0.08%
481    Ewha Womans University                                                 2            0.08%
482    Ministry of Agriculture and Rural Affairs                              2            0.08%
483    University of Arizona                                                  2            0.08%
484    Changsha University of Science and Technology                          2            0.08%
485    Beijing National Research Center for Information Science and Technology 2            0.08%
486    University of Rennes                                                   2            0.08%
487    IMT Atlantique                                                         2            0.08%
488    Université Laval                                                       2            0.08%
489    National Key Laboratory of Human-Machine Hybrid Augmented Intelligence 2            0.08%
490    Shanghai Research Institute for Intelligent Autonomous Systems         2            0.08%
491    Friedrich Schiller University Jena                                     2            0.08%
492    Institute of Mathematical Sciences                                     2            0.08%
493    Universitat Politècnica de Catalunya                                   2            0.08%
494    Webank-NTU Joint Research Institute on Fintech                         2            0.08%
495    Shandong Provincial Key Laboratory of Computer Networks                2            0.08%
496    Worcester Polytechnic Institute                                        2            0.08%
497    Guangdong University of Foreign Studies                                2            0.08%
498    Anytime AI                                                             2            0.08%
499    Guangdong Key Laboratory of Big Data Analysis and Processing           2            0.08%
500    Beijing Institute for General Artificial Intelligence                  2            0.08%
501    University of Nebraska-Lincoln                                         2            0.08%
502    Technical University of Berlin                                         2            0.08%
503    University of Calabria                                                 2            0.08%
504    Tata Institute of Fundamental Research                                 2            0.08%
505    Simons Laufer Mathematical Sciences Institute                          2            0.08%
506    Strategy Robot, Inc.                                                   2            0.08%
507    Strategic Machine, Inc.                                                2            0.08%
508    Optimized Markets, Inc.                                                2            0.08%
509    Technion—Israel Institute of Technology                                2            0.08%
510    Yale University                                                        2            0.08%
511    University of London                                                   2            0.08%
512    Kyoto University                                                       2            0.08%
513    Keio University                                                        2            0.08%
514    Chengdu University of Information Technology                           2            0.08%
515    Colorado State University                                              2            0.08%
516    Southwest University                                                   2            0.08%
517    Institute of Artificial Intelligence                                   2            0.08%
518    Charles University                                                     2            0.08%
519    University of Regina                                                   2            0.08%
520    Universidad Politécnica de Madrid                                      2            0.08%
521    National Institute of Advanced Industrial Science and Technology       2            0.08%
522    University of Helsinki                                                 2            0.08%
523    Free University of Bozen-Bolzano                                       2            0.08%
524    Leipzig University                                                     2            0.08%
525    Institut de Recherche en Informatique de Toulouse                      2            0.08%
526    Hokkaido University                                                    2            0.08%
527    Max Planck Institute for Intelligent Systems                           2            0.08%
528    Technology Innovation Institute                                        2            0.08%
529    Ludwig Maximilian University of Munich                                 2            0.08%
530    Politecnico di Torino                                                  2            0.08%
531    University of Western Ontario                                          2            0.08%
532    University of South Australia                                          2            0.08%
533    West Virginia University                                               2            0.08%
534    University of Bern                                                     2            0.08%
535    Osaka University                                                       2            0.08%
536    National Engineering Laboratory for Big Data Analytics                 2            0.08%
537    Lenovo                                                                 2            0.08%
538    University of Massachusetts Boston                                     2            0.08%
539    Forschungszentrum Jülich                                               2            0.08%
540    Université du Québec à Montréal                                        2            0.08%
541    University of Tübingen                                                 2            0.08%
542    Brookhaven National Laboratory                                         2            0.08%
543    Alan Turing Institute                                                  2            0.08%
544    North Carolina State University                                        2            0.08%
545    University of the Sunshine Coast                                       2            0.08%
546    Rochester Institute of Technology                                      2            0.08%
547    Xiangjiang Laboratory                                                  2            0.08%
548    South China Agricultural University                                    2            0.08%
549    Paderborn University                                                   2            0.08%
550    Aalto University                                                       2            0.08%
551    Indiana University                                                     2            0.08%
552    Ping An Property & Casualty Insurance Company of China, Ltd.           2            0.08%
553    Binghamton University                                                  2            0.08%
554    Academy of Military Science                                            2            0.08%
555    Sorbonne University                                                    2            0.08%
556    NTT Communication Science Laboratories                                 2            0.08%
557    CREATE LTD                                                             2            0.08%
558    Télécom Paris                                                          2            0.08%
559    University of Mannheim                                                 2            0.08%
560    Vienna University of Technology                                        2            0.08%
561    Shanghai Innovation Center for Processor Technologies                  2            0.08%
562    University of Wisconsin–Madison                                        2            0.08%
563    Hanoi University of Science and Technology                             2            0.08%
564    Politecnico di Milano                                                  2            0.08%
565    RIKEN Center for Advanced Intelligence Project                         2            0.08%
566    Xiangtan University                                                    2            0.08%
567    GE Healthcare                                                          2            0.08%
568    Indian Institute of Technology Kharagpur                               2            0.08%
569    Beijing Open University                                                2            0.08%
570    Queen's University Belfast                                             2            0.08%
571    Pazhou Laboratory                                                      2            0.08%
572    Zhengzhou University                                                   2            0.08%
573    Mine Digitization Engineering Research Center                          2            0.08%
574    Radboud University                                                     2            0.08%
575    Ruhr-University Bochum                                                 2            0.08%
576    University of Electro-Communications                                   2            0.08%
577    Hasso Plattner Institute                                               2            0.08%
578    National Computer Network Emergency Response Technical Team / Coordination Center of China 2            0.08%
579    Donghai Laboratory                                                     2            0.08%
580    Key Laboratory of Smart Farming for Agricultural Animals               2            0.08%
581    Beijing Institute of Computer Technology and Application               2            0.08%
582    University of Basel                                                    2            0.08%
583    Orebro University                                                      2            0.08%
584    University of Lübeck                                                   2            0.08%
585    Friedrich-Alexander-Universität Erlangen-Nürnberg                      2            0.08%
586    University of Colorado                                                 2            0.08%
587    University of Colorado Boulder                                         2            0.08%
588    Max Planck Institute for Software Systems                              2            0.08%
589    LINE Corporation                                                       2            0.08%
590    Center for Generative AI, Law, and Policy Research                     1            0.04%
591    Wadhwani Institute for Artificial Intelligence                         1            0.04%
592    Government of India                                                    1            0.04%
593    University of South Florida                                            1            0.04%
594    Crane Conservationist                                                  1            0.04%
595    Hewlett Packard Enterprise                                             1            0.04%
596    Chittagong University of Engineering and Technology                    1            0.04%
597    Dartmouth Health                                                       1            0.04%
598    Indira Gandhi Institute of Medical Sciences                            1            0.04%
599    PEAT GmbH                                                              1            0.04%
600    HelpMum                                                                1            0.04%
601    Universidade de São Paulo                                              1            0.04%
602    U.S. Geological Survey                                                 1            0.04%
