====================================================================================================
IJCAI 2025 论文统计分析汇总报告
====================================================================================================

【一、论文类别统计】
====================================================================================================
总论文数: 790
总类别数: 15

排名     类别                                                 数量         占比        
604    Brandeis University                                                    1            0.13%
605    NTT Corporation                                                        1            0.13%
606    Key Laboratory of High Confidence Software Technologies                1            0.13%
607    University of Pisa                                                     1            0.13%
608    Università della Svizzera italiana                                     1            0.13%
609    Mohammed VI Polytechnic University                                     1            0.13%
610    Baylor University                                                      1            0.13%
611    GE Aerospace Research                                                  1            0.13%
612    NEC Labs America                                                       1            0.13%
613    Singapore Institute of Technology                                      1            0.13%
614    Singapore University of Social Sciences                                1            0.13%
615    Key Laboratory of Smart Farming for Agricultural Animals               1            0.13%
616    Beijing Key Laboratory of Big Data Management and Analysis Methods     1            0.13%
617    University of Pennsylvania Perelman School of Medicine                 1            0.13%
618    University of Connecticut                                              1            0.13%
619    Southwest Jiao Tong University                                         1            0.13%
620    WeBank                                                                 1            0.13%
621    Chongqing Changan Automobile Co. Ltd.                                  1            0.13%
622    Emory University                                                       1            0.13%
623    Centaur AI Institute                                                   1            0.13%
624    Shanghai Yuyao Biotechnology Co., Ltd.                                 1            0.13%
625    NoBarriers.ai Technology                                               1            0.13%
626    Zhongnan University of Economics and Law                               1            0.13%
627    iWudao Tech                                                            1            0.13%
628    Universiti Sains Malaysia                                              1            0.13%
629    Guilin University of Electronic Technology                             1            0.13%
630    Soochow University                                                     1            0.13%
631    Huazhong University of Science & Technology                            1            0.13%
632    International Digital Economy Academy                                  1            0.13%
633    IIT Bombay                                                             1            0.13%
634    GE Healthcare                                                          1            0.13%
635    Integral Ad Science                                                    1            0.13%
636    University of Missouri                                                 1            0.13%
637    Eunice Kennedy Shriver National Institute of Child Health and Human Development 1            0.13%
638    Southern Medical University                                            1            0.13%
639    Guangdong Provincial People’s Hospital                                 1            0.13%
640    Guangdong Academy of Medical Sciences                                  1            0.13%
641    University of Western Ontario                                          1            0.13%
642    National Research Council of Canada                                    1            0.13%
643    Vector Institute                                                       1            0.13%
644    Ohio State University                                                  1            0.13%
645    German Research Centre for Artificial Intelligence                     1            0.13%
646    German Sports University Cologne                                       1            0.13%
647    World Anti-Doping Agency                                               1            0.13%
648    Shantou University Medical College                                     1            0.13%
649    Universidade Federal de Vicosa                                         1            0.13%
650    Alberta Machine Intelligence Institute                                 1            0.13%
651    University of Texas at San Antonio                                     1            0.13%
652    Huatai Securities Co., Ltd                                             1            0.13%
653    Nanjing University of Information Science & Technology                 1            0.13%
654    Jiangsu Province Engineering Research Center of Advanced Computing and Intelligent Services 1            0.13%
655    University of Sussex                                                   1            0.13%
656    Montanarius Ltd                                                        1            0.13%
657    University of Osnabrück                                                1            0.13%
658    DeepBlue Academy of Sciences                                           1            0.13%
659    Ping An Property & Casualty Insurance Company of China, Ltd.           1            0.13%
660    Nanjing University of Finance and Economics                            1            0.13%
661    Inner Mongolia University                                              1            0.13%
662    Education University of Hong Kong                                      1            0.13%
663    State Key Laboratory of Cognitive Intelligence                         1            0.13%
664    University of Colorado                                                 1            0.13%
665    Amazon                                                                 1            0.13%
666    Indian Institute of Technology Kharagpur                               1            0.13%
667    L3S Research Center                                                    1            0.13%
668    Instituto de Estudios Economicos de Jujuy                              1            0.13%
669    Shanghai University of International Business and Economics            1            0.13%
670    FortifyEdge                                                            1            0.13%
671    Ping An Property & Casualty Insurance Company of China, Ltd            1            0.13%
672    RPTU Kaiserslautern-Landau                                             1            0.13%
673    Indian Institute of Technology Patna                                   1            0.13%
674    Indian Institute of Technology, Jodhpur                                1            0.13%
675    Shenyang Institute of Computing Technology                             1            0.13%
676    Beijing National Research Center for Information Science and Technology 1            0.13%
677    University of Basel                                                    1            0.13%
678    RWTH Aachen University                                                 1            0.13%
679    University of Granada                                                  1            0.13%
680    University of Konstanz                                                 1            0.13%
681    Masaryk University                                                     1            0.13%
682    Texas A&M University                                                   1            0.13%
683    Universite de Picardie Jules Verne                                     1            0.13%
684    Unidt                                                                  1            0.13%
685    Key Laboratory of Machine Intelligence and Advanced Computing          1            0.13%
686    Qingdao University of Science and Technology                           1            0.13%
687    University of Bonn                                                     1            0.13%
688    Worcester Polytechnic Institute                                        1            0.13%
689    University of the Basque Country                                       1            0.13%
690    Polytechnique Montru00e9al                                             1            0.13%
691    Nanjing University of Aeronautics & Astronautics                       1            0.13%
692    Nanjing Research Institute of Electronic Engineering                   1            0.13%
693    Technion – Israel Institute of Technology                              1            0.13%
694    Universidad San Sebastián                                              1            0.13%
695    London School of Economics                                             1            0.13%
696    Nokia Bell Labs                                                        1            0.13%
697    Université Paris Dauphine - PSL                                        1            0.13%
698    Swapcard Lab                                                           1            0.13%
699    Université de Montréal                                                 1            0.13%
700    Yokohama National University                                           1            0.13%

====================================================================================================
报告生成完成
====================================================================================================
